Date,id,Lesson,Grade,Тема
2022-09-28,2d1b5d04-5830-4955-a07f-240d74e8b89b,True,9,МАГНІТНІ ЯВИЩА
2022-09-30,c89ace22-8996-4986-a504-8c45f0a219ad,True,9,МАГНІТНІ ЯВИЩА
2022-09-30,0605850a-6b29-49b4-b1c5-ee84a5262b87,True,11,ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ
2022-10-05,3bafd0dc-1894-4ebf-b0f2-6a7326051aab,False,9,МАГНІТНІ ЯВИЩА
2022-10-07,84f044e5-e4ba-4390-bbce-a1eb995dd436,True,9,СВІТЛОВІ ЯВИЩА
2022-10-07,eac902c1-3062-4b02-87ed-a71581b0adc7,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-10-12,bed81bb8-ed2f-414a-b22d-a77673a5a178,True,9,СВІТЛОВІ ЯВИЩА
2022-10-12,df95d94b-4c90-4f12-acc3-821933bb2726,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-10-14,03e00cf0-4826-49a0-80c0-c31d4e445b4d,True,9,СВІТЛОВІ ЯВИЩА
2022-10-19,88412bbb-a288-4cb7-bad6-7c26968dd4e9,True,9,СВІТЛОВІ ЯВИЩА
2022-10-21,8aa30585-38d7-4cd4-9d98-7763b2beb335,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-10-21,8bce4574-a5cc-4a10-a51f-f08bac7692aa,True,9,СВІТЛОВІ ЯВИЩА
2022-10-31,4351be60-f8b0-4fd3-bd94-94a4c3af9b4e,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-11-02,375e10ea-66a0-4f06-9a7c-107d0cd648a9,True,9,СВІТЛОВІ ЯВИЩА
2022-11-04,81f92d84-2d63-412a-925a-f8f8c88bd33f,False,9,СВІТЛОВІ ЯВИЩА
2022-11-07,99bf9f00-2f33-43a2-9a43-cd3636fc3aee,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-11-09,c5f7a796-fdb3-4596-b818-aa132b8bca6a,True,9,СВІТЛОВІ ЯВИЩА
2022-11-09,388cfaa3-aeae-422d-b3c2-1e2fe460bd23,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-11-11,e93f4268-73c1-4e0d-ace8-55e3c2cb755d,True,9,СВІТЛОВІ ЯВИЩА
2022-11-11,ab82bf96-9fdb-46c9-8171-18ba7ff9b050,True,11,ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ
2022-11-14,9934eb8b-65d2-462a-a93a-15c6a781ebab,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-11-16,7f390bdc-e451-416d-ae77-d0db03282765,True,9,СВІТЛОВІ ЯВИЩА
2022-11-18,b1926d9a-ada3-46a9-8390-be925cf4bda0,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-11-18,1493460d-060f-4ac7-bfed-b90f914fbd26,True,9,СВІТЛОВІ ЯВИЩА
2022-11-23,730a3647-0973-4a4d-a597-63587164ad39,True,9,СВІТЛОВІ ЯВИЩА
2022-11-25,b7ed9f1f-651e-4d8c-bf39-888e9c7881ee,True,9,СВІТЛОВІ ЯВИЩА
2022-11-25,f9726850-1d8b-4159-ad24-1b3033aa500a,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-11-28,7f043647-39b8-4cfd-9b2a-2dc5790e4505,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-11-30,ba3870d6-7873-426b-a3fb-a9a673e43207,True,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2022-12-02,0e031436-0608-4615-a43c-1f59a998961c,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-12-02,a7a8911e-ea29-4cc8-809c-0f2494e7b5e5,True,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
